Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
VXX,Unknown,37.92,4.32,49.18,62.14,Neutral,4.82,34.639,Bullish,★★★☆☆ →,8.68,0.0,9.47,No,Likely soon,Imminent,1.5,Increasing,0.0,8.68,0.6051,0.0851,0.52,74.82,62.34,46.8911,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,38.58,Low,,171.5,,-
STAG,Real Estate,38.39,-0.31,49.1,53.97,Neutral,1.59,38.3572,Neutral,★★★☆☆ →,-0.44,0.0,0.09,No,Not expected,Not imminent,2.0,Decreasing,0.12,-0.44,0.1652,0.3238,-0.1586,58.07,62.63,34.7306,Above VWAP,38.36,Low,,859.0,,-
NVDD,Unknown,39.66,2.4,49.08,56.29,Neutral,3.93,38.1261,Bullish,★★★☆☆ →,8.51,0.0,4.02,No,Not expected,Not imminent,1.7,Increasing,0.0,8.51,0.2296,-0.1965,0.4261,73.43,67.5,53.6332,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,40.34,Low,,177.0,,-
AMLX,Healthcare,13.62,-2.58,49.07,52.78,Neutral,5.96,13.3169,Bullish,★★★☆☆ →,-0.87,0.0,2.28,No,Not expected,Not imminent,2.0,Decreasing,0.03,-0.87,-0.1405,-0.2865,0.146,63.72,45.37,8.0286,Bullish MACD; Bullish Stochastic; Above VWAP,13.6,High,,921.5,,-
PCG,Utilities,16.41,0.49,48.99,53.58,Neutral,2.05,16.3454,Neutral,★★★☆☆ →,1.55,0.0,0.4,No,Not expected,Not imminent,2.2,Decreasing,0.0,1.55,0.0775,0.0968,-0.0193,66.67,74.75,16.0715,Above VWAP,16.46,Low,,553.5,,-
QBTZ,Unknown,23.9,3.44,48.98,68.52,Neutral,13.72,17.6836,Bullish,★★★☆☆ →,57.0,0.0,35.13,No,Likely soon,Not imminent,1.7,Decreasing,1.0,57.0,2.199,0.9003,1.2988,81.08,84.37,14.7411,Strong trend; Healthy momentum; Recent high; Bullish MACD; Above VWAP,26.62,High,,5.0,,-
ARMN,Basic Materials,11.43,0.93,48.96,64.23,Neutral,4.92,10.5432,Bullish,★★★☆☆ →,19.01,0.0,8.36,No,Likely soon,Not imminent,2.2,Decreasing,1.0,19.01,0.3989,0.245,0.1539,83.01,85.06,7.2349,Strong trend; Healthy momentum; Recent high; Bullish MACD; Above VWAP,11.86,Low,,48.0,,-
XNCR,Healthcare,16.28,4.23,48.96,65.7,Neutral,6.56,14.3257,Bullish,★★★☆☆ →,18.83,0.0,13.64,No,Likely soon,Imminent,1.8,Decreasing,0.0,18.83,0.516,0.3464,0.1696,85.45,70.41,12.7569,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,16.89,High,,50.0,,-
SDOW,Unknown,36.73,3.54,48.95,60.98,Neutral,3.3,34.4646,Bullish,★★★☆☆ →,6.79,0.0,6.59,No,Not expected,Imminent,2.0,Increasing,0.0,6.79,0.2199,-0.2367,0.4566,82.73,62.79,44.9306,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,37.23,Low,,225.0,,-
CARS,Communication Services,11.46,2.13,48.85,53.63,Neutral,4.4,11.2026,Bullish,★★★☆☆ →,9.45,0.0,2.29,No,Not expected,Not imminent,1.7,Increasing,0.0,9.45,0.1199,0.0547,0.0652,56.15,59.93,12.7812,Healthy momentum; Bullish MACD,11.68,Low,,156.0,,-
QTWO,Technology,69.67,-0.78,48.85,55.04,Neutral,4.15,68.0979,Bullish,★★★☆☆ →,15.09,0.0,2.3,No,Not expected,Not imminent,1.7,Increasing,0.0,15.09,1.8848,1.6337,0.2511,74.35,79.96,82.1129,Healthy momentum; Bullish MACD,71.77,Low,,82.5,,-
FAZ,Unknown,46.98,0.84,48.85,64.17,Neutral,3.58,43.7578,Bullish,★★★☆☆ →,6.72,0.0,7.36,No,Not expected,Not imminent,1.7,Increasing,0.0,6.72,0.6496,0.2209,0.4287,83.38,62.5,50.9915,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,47.61,Low,,228.0,,-
G,Technology,43.86,0.27,48.78,61.96,Neutral,3.07,42.151,Bullish,★★★☆☆ →,14.13,0.0,4.05,No,Not expected,Not imminent,1.8,Increasing,0.0,14.13,1.2492,0.9547,0.2945,79.82,85.52,44.6503,Strong trend; Healthy momentum; Bullish MACD,45.1,Low,,90.0,,-
BJ,Consumer Defensive,92.4,-0.28,48.74,49.5,Neutral,2.61,92.3553,Neutral,★★★☆☆ →,2.45,0.0,0.05,No,Not expected,Not imminent,2.0,Decreasing,0.0,2.45,0.3537,0.0764,0.2773,74.79,81.58,102.9225,Bullish MACD,92.85,Low,,481.0,,-
MMM,Industrials,165.4,0.01,48.71,54.08,Neutral,2.26,164.5933,Neutral,★★★☆☆ →,3.44,0.0,0.49,No,Not expected,Not imminent,2.1,Decreasing,0.04,3.44,1.3382,1.7923,-0.4541,56.68,68.24,145.6776,Above VWAP,166.54,Low,,390.5,,-
UHS,Healthcare,227.93,0.63,48.64,63.3,Neutral,2.73,221.2912,Bullish,★★★☆☆ →,1.67,0.0,3.0,No,Not expected,Not imminent,1.9,Decreasing,0.08,1.67,3.4634,4.1724,-0.7089,71.69,74.96,183.6533,Strong trend; Above VWAP,228.69,Low,,540.5,,-
CMI,Industrials,466.52,2.31,48.59,60.0,Neutral,3.16,451.6393,Bullish,★★★☆☆ →,8.81,0.0,3.29,No,Not expected,Not imminent,2.2,Increasing,0.11,8.81,8.9962,10.1852,-1.1889,64.46,70.05,359.854,Strong trend; Healthy momentum; Above VWAP,474.74,Low,,167.0,,-
INTA,Technology,41.62,0.51,48.48,56.37,Neutral,4.25,40.4011,Bullish,★★★☆☆ →,12.27,0.0,3.02,No,Not expected,Not imminent,1.9,Increasing,0.0,12.27,0.8147,0.5024,0.3122,79.18,84.06,52.1084,Strong trend; Healthy momentum; Bullish MACD,42.64,Low,,109.0,,-
PB,Financial Services,65.46,0.96,48.47,48.39,Neutral,2.23,65.8476,Neutral,★★★☆☆ →,-1.38,0.0,-0.6,No,Not expected,Not imminent,1.7,Decreasing,0.0,-1.38,0.1946,0.429,-0.2344,52.66,67.47,69.0359,Balanced metrics,65.27,Low,,995.5,,-
TFLO,Unknown,50.53,0.01,48.47,95.77,Overbought,0.03,50.4549,Neutral,★★★☆☆ ↓,0.17,0.0,0.16,Possible,Not expected,Imminent,2.2,Decreasing,1.0,0.17,0.0369,0.0362,0.0006,95.87,96.74,49.4255,Recent high; Bullish MACD; Above VWAP,50.55,High,,701.0,,-
CNC,Healthcare,36.51,-1.54,48.42,53.46,Neutral,4.72,35.9293,Bullish,★★★☆☆ →,1.11,0.0,1.62,No,Not expected,Not imminent,1.8,Increasing,0.0,1.11,0.2894,0.2015,0.0879,69.94,68.75,40.8931,Bullish MACD; Bullish Stochastic,36.59,Low,,591.5,,-
AGNC,Real Estate,10.11,0.1,48.35,52.22,Neutral,1.55,10.1073,Neutral,★★★☆☆ →,-0.69,0.0,0.03,No,Not expected,Not imminent,1.9,Decreasing,0.08,-0.69,0.0293,0.0579,-0.0285,51.81,55.1,8.867,Above VWAP,10.1,Low,,889.5,,-
CRC,Energy,47.3,-1.0,48.3,44.71,Neutral,3.18,47.8359,Bearish,★★★☆☆ →,1.39,0.0,-1.12,No,Not expected,Not imminent,1.8,Increasing,0.02,1.39,-0.016,-0.2818,0.2658,64.41,72.72,46.6787,Bullish MACD; Above VWAP,47.43,Low,,569.0,,-
SPXU,Unknown,14.02,2.94,48.29,62.13,Neutral,3.54,13.1684,Bullish,★★★☆☆ →,7.6,0.0,6.47,No,Not expected,Imminent,1.7,Increasing,0.0,7.6,0.1498,-0.025,0.1748,77.86,64.48,17.615,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,14.23,Low,,195.0,,-
CTRA,Energy,25.84,-0.48,48.24,60.91,Neutral,2.61,25.1462,Bullish,★★★☆☆ →,0.83,0.0,2.78,No,Not expected,Not imminent,2.1,Increasing,0.0,0.83,0.562,0.6065,-0.0445,83.42,83.29,24.8523,Strong trend; Bullish Stochastic; Above VWAP,25.89,Low,,621.0,,-
FIS,Technology,63.48,-0.7,48.24,40.47,Neutral,2.55,65.0234,Bearish,★★★☆☆ →,0.52,0.0,-2.37,No,Not expected,Not imminent,1.9,Decreasing,0.0,0.52,-0.3195,-0.2767,-0.0428,57.23,65.98,73.1634,Balanced metrics,63.55,Low,,656.5,,-
WPC,Real Estate,66.77,-0.34,48.22,47.97,Neutral,1.48,67.0267,Neutral,★★★☆☆ →,1.29,0.0,-0.38,No,Not expected,Not imminent,2.0,Decreasing,0.02,1.29,0.0626,0.0027,0.0599,65.0,69.15,60.5892,Bullish MACD; Above VWAP,66.94,Low,,575.0,,-
QID,Unknown,21.75,2.16,48.22,60.28,Neutral,3.39,20.6644,Bullish,★★★☆☆ →,7.46,0.0,5.25,No,Not expected,Imminent,1.6,Increasing,0.0,7.46,0.2331,-0.0269,0.26,79.71,71.72,26.4821,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,22.07,Low,,202.0,,-
HLT,Consumer Cyclical,268.62,0.97,48.17,52.79,Neutral,2.07,267.1549,Neutral,★★★☆☆ →,3.86,0.0,0.55,No,Not expected,Not imminent,1.9,Decreasing,0.01,3.86,1.389,1.5437,-0.1547,60.37,65.57,250.5315,Above VWAP,270.69,Low,,357.5,,-
CHWY,Consumer Cyclical,34.53,-0.4,48.11,47.5,Neutral,3.83,34.4385,Neutral,★★★☆☆ →,2.19,0.0,0.27,No,Not expected,Not imminent,1.9,Increasing,0.01,2.19,-0.3158,-0.683,0.3672,77.21,61.56,37.2674,Bullish MACD; Bullish Stochastic,34.68,Low,,498.0,,-
AHR,Real Estate,49.01,2.3,48.1,70.34,Overbought,2.7,46.7392,Bullish,★★★☆☆ ↓,6.59,0.0,4.86,No,Not expected,Not imminent,2.3,Increasing,0.08,6.59,1.1033,1.2208,-0.1174,68.68,67.36,33.9886,Strong trend; Healthy momentum; Bullish Stochastic; Above VWAP,49.66,High,,234.0,,-
CTAS,Industrials,184.23,0.26,48.09,40.79,Neutral,1.64,186.5648,Bearish,★★★☆☆ →,0.31,0.0,-1.25,No,Not expected,Not imminent,1.8,Decreasing,0.01,0.31,-0.9697,-1.4306,0.4608,51.12,56.04,203.253,Bullish MACD,184.34,Low,,679.0,,-
PGR,Financial Services,225.38,0.01,48.09,55.82,Neutral,1.98,220.4617,Bullish,★★★☆☆ →,7.53,0.0,2.23,No,Not expected,Not imminent,2.0,Decreasing,0.0,7.53,1.6403,-1.0718,2.7121,90.78,92.82,252.9532,Healthy momentum; Bullish MACD,228.77,Low,,198.5,,-
TBIL,Unknown,49.94,0.01,48.08,97.75,Overbought,0.02,49.8763,Neutral,★★★☆☆ ↓,0.15,0.0,0.14,Possible,Not expected,Imminent,2.1,Decreasing,1.0,0.15,0.0332,0.033,0.0002,98.43,98.43,48.9718,Recent high; Bullish MACD; Above VWAP,49.96,High,,710.5,,-
BSCR,Unknown,19.74,0.05,48.03,63.3,Neutral,0.11,19.7191,Neutral,★★★☆☆ →,0.15,0.0,0.11,No,Not expected,Not imminent,1.7,Increasing,0.12,0.15,0.0083,0.0085,-0.0003,56.21,52.76,19.1975,Bullish Stochastic; Above VWAP,19.75,Low,,710.5,,-
CHRW,Industrials,152.25,-0.26,48.01,66.26,Neutral,3.61,146.2565,Bullish,★★★☆☆ →,-0.43,0.0,4.1,No,Not expected,Not imminent,2.1,Increasing,0.05,-0.43,3.895,4.4765,-0.5815,69.18,76.78,110.4795,Strong trend; Above VWAP,152.12,Low,,856.5,,-
ARWR,Healthcare,40.46,0.77,48.01,56.89,Neutral,5.8,39.675,Bullish,★★★☆☆ →,6.9,0.0,1.98,No,Not expected,Not imminent,2.0,Increasing,0.05,6.9,0.5903,0.8032,-0.2129,51.63,56.51,21.5728,Healthy momentum; Above VWAP,41.02,High,,222.0,,-
WDC,Technology,151.93,-6.48,47.92,54.63,Neutral,7.41,150.7375,Neutral,★★★☆☆ →,-0.16,0.0,0.79,No,Not expected,Not imminent,2.8,Increasing,0.11,-0.16,5.6509,8.3265,-2.6756,56.21,62.76,71.8513,Above VWAP,151.88,High,,809.0,,-
MU,Technology,229.94,-4.96,47.9,54.31,Neutral,6.92,228.6101,Neutral,★★★☆☆ →,5.46,0.0,0.58,No,Not expected,Not imminent,2.4,Increasing,0.11,5.46,6.6152,9.4274,-2.8122,53.36,60.23,121.2888,Healthy momentum; Above VWAP,232.45,High,,272.5,,-
ITW,Industrials,240.24,-0.48,47.89,35.6,Neutral,1.5,245.5189,Bearish,★★★☆☆ →,-1.91,0.0,-2.15,No,Not expected,Not imminent,1.7,Decreasing,0.0,-1.91,-1.6845,-1.5726,-0.1119,21.28,33.96,249.9379,Balanced metrics,239.32,Low,,1063.5,,-
ELV,Healthcare,326.82,-1.24,47.84,49.28,Neutral,3.4,326.7179,Neutral,★★★☆☆ →,3.22,0.0,0.03,No,Not expected,Not imminent,1.9,Increasing,0.0,3.22,-1.2449,-3.6972,2.4522,66.48,61.53,358.3866,Bullish MACD; Bullish Stochastic,328.92,Low,,413.5,,-
VIAV,Technology,16.49,-1.26,47.78,58.11,Neutral,5.57,16.2514,Bullish,★★★☆☆ →,-1.61,0.0,1.47,No,Not expected,Not imminent,2.5,Increasing,0.11,-1.61,0.4908,0.8202,-0.3294,51.12,63.27,11.7184,Above VWAP,16.44,High,,1028.5,,-
NOV,Energy,14.97,-0.37,47.75,54.52,Neutral,3.3,14.8459,Neutral,★★★☆☆ →,1.46,0.0,0.8,No,Not expected,Not imminent,2.1,Decreasing,0.0,1.46,0.2688,0.3985,-0.1297,52.48,62.9,13.5889,Above VWAP,15.01,Low,,561.0,,-
MMC,Financial Services,181.04,0.1,47.71,41.27,Neutral,1.78,183.5188,Bearish,★★★☆☆ →,0.3,0.0,-1.35,No,Not expected,Not imminent,2.2,Increasing,0.0,0.3,-1.3543,-2.4395,1.0852,61.93,63.37,211.4239,Bullish MACD,181.15,Low,,681.0,,-
NUGT,Unknown,143.3,0.53,47.7,50.81,Neutral,6.96,142.4475,Neutral,★★★☆☆ →,20.35,0.0,0.6,No,Not expected,Not imminent,1.9,Decreasing,0.03,20.35,1.5831,0.0538,1.5293,58.66,66.68,77.1092,Healthy momentum; Bullish MACD; Above VWAP,149.13,High,,43.0,,-
PECO,Real Estate,34.6,0.96,47.69,55.73,Neutral,1.42,34.3548,Neutral,★★★☆☆ →,1.96,0.0,0.71,No,Not expected,Not imminent,1.7,Decreasing,0.0,1.96,0.1067,0.1084,-0.0017,71.94,73.05,34.7921,Balanced metrics,34.74,Low,,515.5,,-
COR,Healthcare,365.85,0.23,47.58,77.56,Overbought,2.42,350.2346,Bullish,★★★☆☆ ↓,6.36,0.0,4.46,Possible,Not expected,Not imminent,2.3,Increasing,1.0,6.36,8.6371,9.124,-0.4869,87.28,89.24,280.263,Strong trend; Healthy momentum; Recent high; Above VWAP,370.5,High,,243.5,,-
QYLD,Unknown,17.32,-0.4,47.57,52.25,Neutral,0.61,17.3479,Neutral,★★★☆☆ →,-0.46,0.0,-0.16,No,Not expected,Not imminent,2.5,Increasing,0.11,-0.46,0.0315,0.0683,-0.0368,57.63,66.98,16.17,Above VWAP,17.3,Low,,863.5,,-
TECS,Unknown,19.64,5.68,47.49,61.46,Neutral,5.72,17.6127,Bullish,★★★☆☆ →,16.81,0.0,11.48,No,Likely soon,Imminent,1.7,Increasing,0.0,16.81,0.395,-0.059,0.454,80.89,72.41,30.6574,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,20.3,High,,67.0,,-
UUP,Unknown,28.22,0.15,47.46,61.92,Neutral,0.33,28.0876,Neutral,★★★☆☆ →,-0.34,0.0,0.48,No,Not expected,Not imminent,1.9,Increasing,0.0,-0.34,0.051,0.07,-0.0189,56.26,52.63,28.1218,Bullish Stochastic; Above VWAP,28.2,Low,,844.0,,-
AKR,Real Estate,19.78,0.3,47.44,50.24,Neutral,2.21,19.8067,Neutral,★★★☆☆ →,0.05,0.0,-0.13,No,Not expected,Not imminent,2.1,Decreasing,0.0,0.05,0.0789,0.0971,-0.0181,73.19,79.63,20.3465,Balanced metrics,19.78,Low,,745.5,,-
UNP,Industrials,220.03,-0.44,47.38,45.2,Neutral,1.5,221.8962,Neutral,★★★☆☆ →,-0.4,0.0,-0.84,No,Not expected,Not imminent,1.8,Decreasing,0.0,-0.4,-0.2504,-0.5219,0.2715,50.17,55.63,225.797,Bullish MACD,219.85,Low,,852.5,,-
SHY,Unknown,82.86,0.05,47.24,60.33,Neutral,0.08,82.7841,Neutral,★★★☆☆ →,0.14,0.0,0.1,No,Not expected,Not imminent,2.0,Increasing,0.12,0.14,0.0295,0.0298,-0.0003,75.52,74.07,81.0441,Bullish Stochastic; Above VWAP,82.89,Low,,718.5,,-
FTI,Energy,43.33,1.39,47.19,63.43,Neutral,2.75,41.8394,Bullish,★★★☆☆ →,3.5,0.0,3.55,No,Not expected,Not imminent,2.1,Decreasing,0.11,3.5,0.8753,1.0149,-0.1396,70.71,72.76,33.1395,Strong trend; Above VWAP,43.63,Low,,387.0,,-
ATI,Industrials,98.79,0.04,47.1,63.74,Neutral,3.11,95.5525,Bullish,★★★☆☆ →,2.88,0.0,3.38,No,Not expected,Not imminent,2.1,Decreasing,0.05,2.88,2.0232,2.6192,-0.596,52.6,57.16,69.4366,Strong trend; Above VWAP,99.35,Low,,443.0,,-
OTIS,Industrials,87.74,-0.37,47.05,37.33,Neutral,1.54,90.0056,Bearish,★★★☆☆ →,-2.81,0.0,-2.52,No,Not expected,Not imminent,1.8,Decreasing,0.0,-2.81,-0.7033,-0.3015,-0.4018,3.99,8.74,93.0516,Balanced metrics,87.25,Low,,1174.5,,-
XLRE,Unknown,40.57,-0.28,47.02,39.78,Neutral,1.12,41.1947,Bearish,★★★☆☆ →,-0.91,0.0,-1.52,No,Not expected,Not imminent,1.8,Decreasing,0.0,-0.91,-0.2118,-0.1641,-0.0477,25.56,27.56,40.8547,Balanced metrics,40.49,Low,,928.5,,-
VYMI,Unknown,85.6,-0.98,46.99,47.54,Neutral,0.89,86.186,Neutral,★★★☆☆ →,1.0,0.0,-0.69,No,Not expected,Not imminent,2.2,Increasing,0.14,1.0,0.3328,0.4671,-0.1343,51.5,68.93,77.406,Above VWAP,85.77,Low,,610.0,,-
THS,Consumer Defensive,23.7,0.66,46.99,73.0,Overbought,3.9,21.2874,Bullish,★★★☆☆ ↓,26.16,0.0,11.36,No,Likely soon,Not imminent,1.5,Increasing,0.0,26.16,1.2607,0.8746,0.3861,93.28,93.7,24.1964,Strong trend; Healthy momentum; Bullish MACD,24.95,High,,24.0,,-
NEA,Financial Services,11.52,-0.04,46.92,56.67,Neutral,0.88,11.4689,Neutral,★★★☆☆ →,-0.4,0.0,0.4,No,Not expected,Not imminent,1.8,Increasing,0.12,-0.4,0.0324,0.0453,-0.0129,65.73,65.02,10.6909,Bullish Stochastic; Above VWAP,11.51,Low,,852.5,,-
JPIE,Unknown,46.24,0.01,46.87,59.02,Neutral,0.1,46.2059,Neutral,★★★☆☆ →,0.1,0.0,0.08,No,Not expected,Not imminent,2.7,Increasing,0.12,0.1,0.0215,0.0262,-0.0047,53.4,52.27,45.0316,Bullish Stochastic; Above VWAP,46.25,Low,,732.5,,-
FAF,Financial Services,62.69,1.06,46.85,50.18,Neutral,2.44,62.6865,Neutral,★★★☆☆ →,0.03,0.0,0.01,No,Not expected,Not imminent,2.1,Decreasing,0.0,0.03,0.2169,0.2568,-0.0399,54.49,65.41,60.657,Above VWAP,62.69,Low,,750.0,,-
SPSB,Unknown,30.19,0.0,46.84,59.08,Neutral,0.1,30.172,Neutral,★★★☆☆ →,0.1,0.0,0.06,No,Not expected,Not imminent,1.9,Increasing,0.12,0.1,0.0086,0.0101,-0.0015,57.49,55.31,29.4177,Bullish Stochastic; Above VWAP,30.2,Low,,732.5,,-
VICI,Real Estate,29.35,-2.59,46.83,32.15,Neutral,1.81,30.4077,Bearish,★★★☆☆ →,-2.98,0.0,-3.48,No,Not expected,Not imminent,1.8,Increasing,0.01,-2.98,-0.2168,-0.1987,-0.0181,52.11,62.03,30.9141,Balanced metrics,29.18,Low,,1189.5,,-
NTR,Basic Materials,57.05,0.11,46.76,48.5,Neutral,2.82,57.4218,Neutral,★★★☆☆ →,6.36,0.0,-0.65,No,Not expected,Not imminent,2.0,Increasing,0.01,6.36,0.3154,0.1759,0.1395,60.97,71.1,54.0925,Healthy momentum; Bullish MACD; Above VWAP,57.78,Low,,243.5,,-
EWH,Unknown,22.11,-1.12,46.69,51.36,Neutral,1.43,22.1637,Neutral,★★★☆☆ →,1.14,0.0,-0.24,No,Not expected,Not imminent,2.4,Increasing,0.14,1.14,0.2177,0.2726,-0.0549,58.24,73.18,18.771,Above VWAP,22.16,Low,,587.5,,-
SPHR,Communication Services,74.98,-0.2,46.65,61.93,Neutral,4.84,72.2251,Bullish,★★★☆☆ →,7.95,0.0,3.81,No,Not expected,Not imminent,2.0,Increasing,0.14,7.95,2.5659,3.0225,-0.4566,67.22,73.89,45.1121,Strong trend; Healthy momentum; Above VWAP,76.17,Low,,189.0,,-
VAL,Energy,55.69,-0.8,46.64,54.06,Neutral,4.09,55.112,Bullish,★★★☆☆ →,1.75,0.0,1.05,No,Not expected,Not imminent,1.9,Decreasing,0.12,1.75,0.7113,0.9341,-0.2229,58.99,62.51,43.2,Above VWAP,55.88,Low,,533.5,,-
DFIV,Unknown,46.66,-1.27,46.57,48.66,Neutral,1.03,46.9349,Neutral,★★★☆☆ →,1.39,0.0,-0.58,No,Not expected,Not imminent,2.2,Increasing,0.14,1.39,0.256,0.3086,-0.0526,55.8,71.28,40.9936,Above VWAP,46.79,Low,,569.0,,-
ARX,Financial Services,13.26,2.56,46.56,50.95,Neutral,5.51,12.9229,Bullish,★★★☆☆ →,9.87,0.0,2.62,No,Not expected,Not imminent,1.4,Increasing,0.01,9.87,0.115,-0.1396,0.2546,76.05,82.43,20.744,Strong trend; Healthy momentum; Bullish MACD,13.52,High,,150.0,,-
GEN,Technology,26.18,0.15,46.53,44.15,Neutral,2.47,26.4419,Neutral,★★★☆☆ →,1.67,0.0,-0.99,No,Not expected,Not imminent,1.9,Increasing,0.01,1.67,-0.0595,-0.135,0.0756,70.48,75.15,27.814,Bullish MACD,26.27,Low,,540.5,,-
BMY,Healthcare,47.42,1.3,46.49,58.25,Neutral,2.88,46.3981,Bullish,★★★☆☆ →,4.01,0.0,2.2,No,Not expected,Not imminent,1.9,Increasing,0.0,4.01,0.6883,0.7459,-0.0576,58.29,66.38,49.2305,Balanced metrics,47.8,Low,,348.0,,-
PULS,Unknown,49.72,0.02,46.41,86.86,Overbought,0.03,49.6497,Neutral,★★★☆☆ ↓,0.16,0.0,0.14,Possible,Not expected,Not imminent,2.3,Decreasing,0.2,0.16,0.0355,0.0366,-0.0011,94.52,95.32,48.5095,Above VWAP,49.74,High,,703.5,,-
TCOM,Consumer Cyclical,72.44,2.19,46.4,51.55,Neutral,2.56,72.109,Neutral,★★★☆☆ →,3.44,0.0,0.46,No,Not expected,Not imminent,1.7,Increasing,0.02,3.44,0.2116,0.1842,0.0274,40.55,56.04,64.3399,Bullish MACD; Above VWAP,72.94,Low,,390.5,,-
USFR,Unknown,50.37,0.02,46.37,95.84,Overbought,0.03,50.2853,Neutral,★★★☆☆ ↓,0.18,0.0,0.17,Possible,Not expected,Imminent,2.6,Decreasing,1.0,0.18,0.0378,0.0362,0.0016,100.0,97.11,49.3139,Recent high; Bullish MACD; Bullish Stochastic; Above VWAP,50.39,High,,698.5,,-
UPS,Industrials,92.15,-2.17,46.37,54.53,Neutral,2.47,91.6414,Neutral,★★★☆☆ →,0.54,0.0,0.55,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.54,1.1834,1.5981,-0.4147,51.34,57.28,97.1165,Balanced metrics,92.25,Low,,653.0,,-
PPC,Consumer Defensive,37.34,0.32,46.35,41.58,Neutral,2.78,37.7284,Bearish,★★★☆☆ →,0.24,0.0,-1.03,No,Not expected,Not imminent,2.0,Decreasing,0.0,0.24,-0.1692,-0.2397,0.0706,51.93,56.08,42.974,Bullish MACD,37.36,Low,,690.5,,-
VIXY,Unknown,36.88,4.48,46.34,62.28,Neutral,4.81,33.6538,Bullish,★★★☆☆ →,8.79,0.0,9.59,No,Likely soon,Imminent,1.5,Increasing,0.0,8.79,0.5881,0.0757,0.5124,74.89,61.99,43.0532,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,37.53,Low,,168.0,,-
DQ,Technology,32.21,-6.64,46.27,53.92,Neutral,8.91,31.5553,Bullish,★★★☆☆ →,2.81,0.0,2.07,No,Not expected,Not imminent,1.9,Increasing,0.11,2.81,1.0397,1.2238,-0.1841,61.41,61.29,21.7376,Bullish Stochastic; Above VWAP,32.39,High,,450.5,,-
SCO,Unknown,18.27,-0.41,46.27,49.76,Neutral,2.68,18.342,Neutral,★★★☆☆ →,0.8,0.0,-0.37,No,Not expected,Not imminent,1.7,Decreasing,0.01,0.8,0.0177,0.014,0.0037,54.63,69.08,17.5825,Bullish MACD; Above VWAP,18.3,Low,,625.5,,-
IONS,Healthcare,73.65,0.53,46.25,57.02,Neutral,4.64,72.0742,Bullish,★★★☆☆ →,1.06,0.0,2.19,No,Not expected,Not imminent,2.1,Increasing,0.07,1.06,0.2385,0.3901,-0.1516,60.87,51.86,45.552,Bullish Stochastic; Above VWAP,73.81,Low,,604.5,,-
KT,Communication Services,17.94,-1.12,46.16,37.59,Neutral,1.87,18.414,Bearish,★★★☆☆ →,-2.99,0.0,-2.59,No,Not expected,Not imminent,2.1,Decreasing,0.01,-2.99,-0.2002,-0.1916,-0.0085,19.16,20.57,18.1322,Balanced metrics,17.83,Low,,1191.0,,-
WM,Industrials,210.46,1.2,46.12,54.86,Neutral,1.7,206.5457,Bullish,★★★☆☆ →,4.87,0.0,1.9,No,Not expected,Not imminent,2.0,Decreasing,0.01,4.87,0.1573,-1.7573,1.9146,89.2,74.37,220.7662,Bullish MACD; Bullish Stochastic,212.51,Low,,293.0,,-
AKRO,Healthcare,54.35,0.0,46.04,69.02,Neutral,0.34,53.6969,Bullish,★★★☆☆ →,0.59,0.0,1.22,No,Not expected,Not imminent,1.9,Decreasing,0.0,0.59,0.3476,0.5132,-0.1656,89.62,85.19,47.7447,Bullish Stochastic; Above VWAP,54.41,Low,,647.0,,-
SPG,Real Estate,180.69,-0.16,46.02,50.57,Neutral,1.79,180.8689,Neutral,★★★☆☆ →,-1.04,0.0,-0.1,No,Not expected,Not imminent,1.8,Increasing,0.02,-1.04,0.7789,0.9103,-0.1314,68.8,75.93,166.8712,Above VWAP,180.32,Low,,949.0,,-
VTLE,Energy,16.67,-0.89,46.0,51.92,Neutral,5.73,16.4793,Bullish,★★★☆☆ →,10.55,0.0,1.16,No,Not expected,Not imminent,2.2,Increasing,0.0,10.55,0.3158,0.2476,0.0682,58.44,62.98,20.1394,Healthy momentum; Bullish MACD,17.02,High,,140.0,,-
COO,Healthcare,71.97,0.87,45.98,54.85,Neutral,2.13,71.1172,Bullish,★★★☆☆ →,4.18,0.0,1.2,No,Not expected,Not imminent,1.8,Decreasing,0.0,4.18,0.2925,0.1169,0.1756,74.58,73.46,77.2635,Bullish MACD; Bullish Stochastic,72.57,Low,,339.0,,-
