Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
BVN,23.56,-0.17,70.5,54.98,Neutral,4.23,23.0107,Bullish,★★★★☆ →,7.48,0.0,
DGRO,68.43,-0.23,70.5,53.34,Neutral,0.89,68.2384,Neutral,★★★★☆ →,1.17,0.0,
ACM,133.52,-0.21,70.49,56.62,Neutral,2.0,132.0343,Bullish,★★★★☆ →,1.34,0.0,
EZU,62.79,-0.87,70.49,53.86,Neutral,0.99,62.5045,Neutral,★★★★☆ →,1.03,0.0,
NE,30.01,-1.02,70.47,54.76,Neutral,3.86,29.4696,Bullish,★★★★☆ →,3.55,0.0,
USMV,94.22,0.03,70.45,53.62,Neutral,0.81,93.8451,Neutral,★★★★☆ →,1.51,0.0,
MGY,22.91,-0.39,70.44,52.51,Neutral,2.57,22.6162,Bullish,★★★★☆ →,5.28,0.0,
AGNC,10.15,0.1,70.42,54.2,Neutral,1.62,10.1078,Neutral,★★★★☆ →,1.0,0.0,
BBVA,21.19,-1.94,70.38,61.92,Neutral,2.03,20.4771,Bullish,★★★★☆ →,6.59,0.0,
FLYW,13.92,0.58,70.36,58.51,Neutral,4.31,13.5761,Bullish,★★★★☆ →,3.65,0.0,
ING,25.54,-1.43,70.32,53.56,Neutral,1.71,25.4318,Neutral,★★★★☆ →,1.39,0.0,
GLD,375.96,-1.8,70.27,54.01,Neutral,1.75,373.3855,Neutral,★★★★☆ →,1.95,0.0,
ENB,47.88,-0.79,70.24,52.27,Neutral,1.72,47.6436,Neutral,★★★★☆ →,2.7,0.0,
FANG,149.2,3.34,70.2,61.36,Neutral,2.79,143.0801,Bullish,★★★★☆ →,6.34,0.0,
BNL,18.33,0.77,70.18,53.11,Neutral,1.97,18.2041,Neutral,★★★★☆ →,0.99,0.0,
AAPU,36.52,-0.49,70.18,63.21,Neutral,3.68,35.3375,Bullish,★★★★☆ →,2.41,0.0,
BP,36.53,1.5,70.17,64.71,Neutral,1.82,35.2107,Bullish,★★★★☆ →,6.21,0.0,
VGSH,58.74,0.03,70.17,57.72,Neutral,0.09,58.7023,Neutral,★★★★☆ →,0.06,0.0,
SPXS,37.42,0.5,70.17,53.14,Neutral,3.33,36.6884,Bullish,★★★★☆ →,2.14,0.0,
BBEU,70.94,-0.79,70.15,53.54,Neutral,0.94,70.6905,Neutral,★★★★☆ →,1.17,0.0,
SPXU,13.31,0.49,70.14,53.05,Neutral,3.33,13.0487,Bullish,★★★★☆ →,2.11,0.0,
CF,85.04,1.44,70.14,52.12,Neutral,2.49,84.1077,Bullish,★★★★☆ →,1.35,0.0,
LNT,67.52,0.28,70.14,53.45,Neutral,1.28,67.309,Neutral,★★★★☆ →,1.4,0.0,
CHRD,93.11,2.61,70.12,53.77,Neutral,2.95,90.6478,Bullish,★★★★☆ →,2.41,0.0,
FENI,35.77,-0.39,70.12,53.72,Neutral,0.88,35.6557,Neutral,★★★★☆ →,0.34,0.0,
SHY,82.82,-0.01,70.12,57.58,Neutral,0.08,82.7761,Neutral,★★★★☆ →,0.09,0.0,
RITM,11.13,0.09,70.11,52.37,Neutral,1.68,11.0621,Neutral,★★★★☆ →,1.27,0.0,
TD,81.36,0.01,70.08,53.89,Neutral,1.4,81.1119,Neutral,★★★★☆ →,1.02,0.0,
CTSH,72.62,-1.28,70.04,57.18,Neutral,3.0,71.6515,Bullish,★★★★☆ →,-0.15,0.0,
EIX,58.71,-0.63,70.03,62.8,Neutral,2.02,56.9693,Bullish,★★★★☆ →,7.94,0.0,
BURL,279.81,-1.15,70.01,54.59,Neutral,3.28,276.546,Bullish,★★★★☆ →,1.3,0.0,
WTRG,39.67,-0.01,69.96,52.54,Neutral,2.21,39.4199,Neutral,★★★★☆ →,4.2,0.0,
OXY,42.4,-0.84,69.95,52.13,Neutral,2.18,41.871,Bullish,★★★★☆ →,5.79,0.0,
ORLY,98.99,0.19,69.94,52.2,Neutral,2.08,97.9474,Bullish,★★★★☆ →,5.49,0.0,
EFA,95.26,-0.28,69.91,54.34,Neutral,0.83,94.8782,Neutral,★★★★☆ →,0.77,0.0,
IEUR,69.16,-0.8,69.9,53.12,Neutral,0.93,68.9392,Neutral,★★★★☆ →,1.11,0.0,
RF,24.91,-0.2,69.89,51.4,Neutral,1.96,24.7647,Neutral,★★★★☆ →,3.15,0.0,
SIVR,48.1,-0.25,69.88,55.31,Neutral,2.47,47.3182,Bullish,★★★★☆ →,7.13,0.0,
BDCIU,10.33,0.0,69.85,66.84,Neutral,0.41,10.3311,Neutral,★★★★☆ →,0.29,0.0,
HAL,27.3,1.04,69.83,60.23,Neutral,3.17,26.5497,Bullish,★★★★☆ →,0.44,0.0,
FNDF,44.79,0.0,69.82,61.98,Neutral,0.9,44.2108,Bullish,★★★★☆ →,1.54,0.0,
XENE,40.71,-0.12,69.82,53.46,Neutral,3.59,40.2167,Bullish,★★★★☆ →,4.14,0.0,
M,19.75,-1.18,69.81,55.79,Neutral,3.31,19.6349,Neutral,★★★★☆ →,1.83,0.0,
SLDE,16.66,-0.6,69.76,60.35,Neutral,4.06,16.2323,Bullish,★★★★☆ →,1.46,0.0,
VRNT,20.32,0.05,69.73,55.93,Neutral,0.15,20.2894,Neutral,★★★★☆ →,0.25,0.0,
HDB,36.44,0.47,69.73,54.08,Neutral,1.42,36.2084,Neutral,★★★★☆ →,-0.16,0.0,
SLV,45.81,-0.33,69.72,55.23,Neutral,2.5,45.0723,Bullish,★★★★☆ →,7.18,0.0,
SPSB,30.18,0.0,69.7,56.85,Neutral,0.11,30.1692,Neutral,★★★★☆ →,0.07,0.0,
SPTS,29.27,0.03,69.7,56.76,Neutral,0.1,29.2533,Neutral,★★★★☆ →,0.07,0.0,
BK,110.48,-0.5,69.67,58.57,Neutral,1.72,109.0682,Bullish,★★★★☆ →,2.24,0.0,
IDEV,81.28,-0.15,69.66,53.45,Neutral,0.86,81.0174,Neutral,★★★★☆ →,0.66,0.0,
AR,34.36,0.06,69.64,58.19,Neutral,4.04,33.2246,Bullish,★★★★☆ →,3.68,0.0,
CFG,51.69,-0.04,69.64,52.57,Neutral,2.21,51.4117,Neutral,★★★★☆ →,1.33,0.0,
SCHO,24.35,0.02,69.61,56.56,Neutral,0.09,24.3423,Neutral,★★★★☆ →,0.1,0.0,
ACGL,92.52,-0.26,69.6,65.47,Neutral,2.0,89.3497,Bullish,★★★★☆ →,7.58,0.0,
LNC,41.04,-0.1,69.6,54.31,Neutral,3.13,40.6685,Neutral,★★★★☆ →,1.08,0.0,
STAG,38.48,0.1,69.6,55.39,Neutral,1.64,38.3509,Neutral,★★★★☆ →,-0.21,0.0,
HTGC,17.57,-0.51,69.58,51.5,Neutral,1.67,17.4715,Neutral,★★★★☆ →,1.3,0.0,
COLB,26.93,0.22,69.57,55.95,Neutral,3.09,26.4891,Bullish,★★★★☆ →,0.04,0.0,
BXSL,26.66,0.15,69.57,52.28,Neutral,1.85,26.5105,Neutral,★★★★☆ →,0.91,0.0,
EXAS,67.03,-1.06,69.56,61.86,Neutral,3.5,65.3279,Bullish,★★★★☆ →,0.07,0.0,
YUM,148.71,-0.21,69.56,54.9,Neutral,2.13,147.0289,Bullish,★★★★☆ →,-0.56,0.0,
SPLV,72.02,0.01,69.54,51.95,Neutral,0.93,71.7736,Neutral,★★★★☆ →,1.69,0.0,
AER,136.86,0.25,69.52,71.65,Overbought,2.36,130.9081,Bullish,★★★★☆ ↓,4.47,0.0,
CNI,96.15,-0.48,69.52,53.04,Neutral,2.03,95.5818,Neutral,★★★★☆ →,0.55,0.0,
EWW,67.22,-0.24,69.49,52.59,Neutral,1.74,67.0231,Neutral,★★★★☆ →,1.49,0.0,
VTV,187.05,-0.05,69.45,52.8,Neutral,0.89,186.6974,Neutral,★★★★☆ →,1.48,0.0,
EWC,50.89,0.49,69.45,52.81,Neutral,1.42,50.6491,Neutral,★★★★☆ →,0.43,0.0,
MKC,65.8,0.72,69.41,50.89,Neutral,1.97,65.4701,Neutral,★★★★☆ →,2.78,0.0,
FDVV,56.08,0.12,69.4,53.02,Neutral,0.89,55.9602,Neutral,★★★★☆ →,0.45,0.0,
T,25.61,0.1,69.36,50.58,Neutral,1.96,25.3997,Neutral,★★★★☆ →,4.81,0.0,
OPCH,28.38,-0.12,69.36,55.33,Neutral,4.24,27.9101,Bullish,★★★★☆ →,4.98,0.0,
PDBC,13.63,-0.2,69.35,53.71,Neutral,0.93,13.5936,Neutral,★★★★☆ →,0.24,0.0,
CALM,90.47,-1.2,69.3,49.54,Neutral,2.18,89.8961,Neutral,★★★★☆ →,2.27,0.0,
HIG,133.85,0.13,69.29,69.04,Neutral,1.71,129.1036,Bullish,★★★★☆ →,7.71,0.0,
OUNZ,39.16,-0.43,69.29,52.5,Neutral,1.65,39.0839,Neutral,★★★★☆ →,3.3,0.0,
XEL,81.04,0.56,69.22,55.58,Neutral,1.93,80.5964,Neutral,★★★★☆ →,-0.68,0.0,
MT,39.29,-0.46,69.22,54.35,Neutral,2.24,38.9316,Neutral,★★★★☆ →,6.45,0.0,
EMB,95.97,-0.06,69.22,54.42,Neutral,0.37,95.9097,Neutral,★★★★☆ →,0.0,0.0,
HOMB,27.29,0.48,69.21,50.93,Neutral,1.88,27.1555,Neutral,★★★★☆ →,1.7,0.0,
IAUM,40.54,-0.52,69.19,52.44,Neutral,1.65,40.4708,Neutral,★★★★☆ →,3.23,0.0,
RTX,175.14,-0.24,69.19,54.61,Neutral,1.67,174.4893,Neutral,★★★★☆ →,-0.27,0.0,
TTE,65.59,0.29,69.19,72.67,Overbought,1.43,62.7993,Bullish,★★★★☆ ↓,7.09,0.0,
CPT,102.66,0.88,69.16,50.7,Neutral,2.15,102.1461,Neutral,★★★★☆ →,2.67,0.0,
MPLX,53.21,-0.01,69.13,74.78,Overbought,1.48,50.9245,Bullish,★★★★☆ ↓,6.13,0.0,
SGOL,38.76,-0.5,69.12,52.4,Neutral,1.64,38.6951,Neutral,★★★★☆ →,3.24,0.0,
CNX,36.78,-0.05,69.1,70.5,Overbought,3.12,34.6435,Bullish,★★★★☆ ↓,6.58,0.0,
IAU,76.58,-0.51,69.07,52.36,Neutral,1.66,76.4732,Neutral,★★★★☆ →,3.2,0.0,
AGI,33.35,-0.33,69.04,55.1,Neutral,4.19,32.3528,Bullish,★★★★☆ →,6.62,0.0,
WBI,25.11,1.5,69.02,53.33,Neutral,4.12,24.6807,Bullish,★★★★☆ →,2.99,0.0,
HE,11.65,0.0,68.97,52.89,Neutral,2.7,11.5653,Neutral,★★★★☆ →,0.69,0.0,
AVEM,77.58,0.22,68.97,54.6,Neutral,1.19,77.191,Neutral,★★★★☆ →,-0.78,0.0,
AXTA,28.91,-2.56,68.94,51.72,Neutral,2.94,28.7335,Neutral,★★★★☆ →,2.88,0.0,
LNG,215.47,0.13,68.94,47.62,Neutral,2.04,214.6806,Neutral,★★★★☆ →,4.5,0.0,
BMY,46.65,-4.07,68.91,54.27,Neutral,2.8,46.2358,Neutral,★★★★☆ →,1.37,0.0,
FE,45.94,0.5,68.88,52.59,Neutral,1.36,45.8572,Neutral,★★★★☆ →,0.76,0.0,
PEB,11.09,-0.09,68.87,53.54,Neutral,3.91,10.9383,Bullish,★★★★☆ →,5.22,0.0,
MPC,197.92,-1.03,68.83,56.65,Neutral,3.42,193.8294,Bullish,★★★★☆ →,7.69,0.0,
TMUS,215.68,-0.19,68.83,48.09,Neutral,2.3,214.6657,Neutral,★★★★☆ →,4.55,0.0,
GTLS,203.54,0.01,68.83,79.78,Overbought,0.4,201.1579,Bullish,★★★★☆ ↓,2.1,0.0,
MAA,131.4,0.35,68.8,49.55,Neutral,1.72,130.893,Neutral,★★★★☆ →,1.79,0.0,
IMAX,35.0,-0.31,68.8,63.08,Neutral,3.43,33.7817,Bullish,★★★★☆ →,7.26,0.0,
HOLX,74.15,-0.15,68.79,66.45,Neutral,0.34,73.2481,Bullish,★★★★☆ →,0.12,0.0,
GIS,47.41,0.17,68.79,49.59,Neutral,1.93,47.2219,Neutral,★★★★☆ →,2.11,0.0,
CDTX,217.71,105.41,68.76,88.71,Overbought,6.39,113.6306,Bullish,★★★★☆ ↓,111.92,0.0,
LVS,65.41,0.05,68.76,71.24,Overbought,2.69,61.4875,Bullish,★★★★☆ ↓,6.74,0.0,
NTRA,204.68,0.2,68.75,64.2,Neutral,3.88,197.0727,Bullish,★★★★☆ →,4.19,0.0,
SPNT,20.33,1.3,68.74,70.26,Overbought,2.72,19.2759,Bullish,★★★★☆ ↓,7.68,0.0,
ROST,160.35,-0.14,68.69,55.91,Neutral,1.56,159.7013,Neutral,★★★★☆ →,-1.16,0.0,
PSLV,16.7,-0.18,68.66,54.39,Neutral,2.71,16.4625,Bullish,★★★★☆ →,7.33,0.0,
VTEB,50.35,0.15,68.63,54.88,Neutral,0.22,50.3284,Neutral,★★★★☆ →,-0.09,0.0,
YPF,38.84,0.44,68.62,73.31,Overbought,4.16,34.8536,Bullish,★★★★☆ ↓,7.2,0.0,
SPYV,56.04,-0.23,68.62,52.47,Neutral,0.87,55.983,Neutral,★★★★☆ →,0.77,0.0,
CGDV,42.88,0.07,68.57,54.25,Neutral,1.05,42.7406,Neutral,★★★★☆ →,0.3,0.0,
KHC,24.9,0.2,68.54,49.24,Neutral,2.28,24.8139,Neutral,★★★★☆ →,3.02,0.0,
IVZ,23.52,-1.05,68.5,53.38,Neutral,2.92,23.3768,Neutral,★★★★☆ →,0.63,0.0,
IQLT,44.78,-0.25,68.42,52.0,Neutral,0.86,44.7119,Neutral,★★★★☆ →,0.63,0.0,
GD,344.25,0.06,68.4,52.62,Neutral,1.72,343.8952,Neutral,★★★★☆ →,0.7,0.0,
VYM,141.02,0.01,68.39,51.5,Neutral,0.93,140.9002,Neutral,★★★★☆ →,1.34,0.0,
DHT,13.67,0.59,68.38,70.7,Overbought,2.54,13.0335,Bullish,★★★★☆ ↓,4.83,0.0,
GAP,24.15,-0.58,68.36,58.4,Neutral,3.84,23.3162,Bullish,★★★★☆ →,5.87,0.0,
BXMT,18.5,0.43,68.31,52.44,Neutral,1.98,18.3872,Neutral,★★★★☆ →,-0.27,0.0,
MRUS,96.09,0.15,68.29,80.41,Overbought,0.37,94.5873,Bullish,★★★★☆ ↓,1.1,0.0,
OHI,44.19,0.51,68.24,68.27,Neutral,2.29,42.3871,Bullish,★★★★☆ →,2.83,0.0,
PPL,36.85,0.23,68.2,50.75,Neutral,1.47,36.7994,Neutral,★★★★☆ →,1.64,0.0,
GDXJ,97.44,-1.17,68.17,52.64,Neutral,3.88,96.0407,Bullish,★★★★☆ →,5.82,0.0,
APO,130.6,1.47,68.15,52.44,Neutral,3.79,129.0535,Bullish,★★★★☆ →,5.37,0.0,
EWBC,102.82,-0.9,68.13,51.01,Neutral,2.52,102.53,Neutral,★★★★☆ →,2.39,0.0,
GFL,44.34,2.38,68.13,47.68,Neutral,2.34,44.2763,Neutral,★★★★☆ →,1.3,0.0,
WMB,60.6,-0.64,68.12,53.24,Neutral,2.57,59.8358,Bullish,★★★★☆ →,7.24,0.0,
UBS,38.8,-0.31,68.1,48.92,Neutral,1.62,38.7897,Neutral,★★★★☆ →,2.46,0.0,
MTDR,41.07,-0.87,68.09,51.38,Neutral,3.08,40.3312,Bullish,★★★★☆ →,7.01,0.0,
GEN,26.7,-0.07,68.06,48.61,Neutral,2.47,26.6288,Neutral,★★★★☆ →,1.6,0.0,
MTB,185.72,-0.66,68.0,49.42,Neutral,1.88,185.5089,Neutral,★★★★☆ →,2.66,0.0,
SBS,26.65,-0.67,67.98,73.19,Overbought,1.81,25.4269,Bullish,★★★★☆ ↓,7.76,0.0,
RGEN,151.65,-0.47,67.98,53.35,Neutral,4.24,149.99,Bullish,★★★★☆ →,3.22,0.0,
TRVI,11.26,-0.97,67.96,56.42,Neutral,5.83,11.0289,Bullish,★★★★☆ →,3.68,0.0,
OKE,69.89,-0.84,67.93,57.02,Neutral,2.47,68.3795,Bullish,★★★★☆ →,8.68,0.0,
FULT,17.78,0.74,67.9,49.88,Neutral,2.22,17.716,Neutral,★★★★☆ →,1.37,0.0,
NVDD,38.96,2.42,67.9,53.4,Neutral,4.08,37.9865,Bullish,★★★★☆ →,6.59,0.0,
D,60.56,-0.51,67.89,50.8,Neutral,1.82,60.4968,Neutral,★★★★☆ →,3.54,0.0,
OMF,58.94,-0.39,67.89,54.78,Neutral,2.9,58.2187,Bullish,★★★★☆ →,-0.85,0.0,
LPLA,368.32,-0.61,67.88,60.19,Neutral,3.29,362.1289,Bullish,★★★★☆ →,-1.57,0.0,
PM,153.9,-0.99,67.87,49.79,Neutral,1.94,153.4432,Neutral,★★★★☆ →,4.22,0.0,
EMXC,71.73,0.62,67.84,54.87,Neutral,1.26,71.4028,Neutral,★★★★☆ →,-1.75,0.0,
TXNM,57.85,0.02,67.76,75.6,Overbought,0.39,57.2314,Bullish,★★★★☆ ↓,1.58,0.0,
INFY,16.76,0.66,67.71,50.14,Neutral,1.68,16.7486,Neutral,★★★★☆ →,2.82,0.0,
SDOW,34.56,0.92,67.63,50.95,Neutral,3.16,34.1385,Bullish,★★★★☆ →,0.48,0.0,
AMT,183.59,1.36,67.6,48.4,Neutral,2.54,183.2403,Neutral,★★★★☆ →,3.93,0.0,
ESTC,90.83,-0.51,67.6,55.8,Neutral,3.9,89.1079,Bullish,★★★★☆ →,0.11,0.0,
BKLN,20.95,0.0,67.59,68.96,Neutral,0.16,20.8972,Neutral,★★★★☆ →,0.24,0.0,
SON,40.5,-1.05,67.52,48.88,Neutral,2.54,40.4552,Neutral,★★★★☆ →,2.41,0.0,
SJM,110.27,1.04,67.49,67.86,Neutral,2.11,105.8971,Bullish,★★★★☆ →,7.47,0.0,
JEPI,56.71,-0.05,67.45,51.15,Neutral,0.66,56.7015,Neutral,★★★★☆ →,0.57,0.0,
INFA,24.77,-0.08,67.44,37.98,Neutral,0.16,24.8324,Neutral,★★★★☆ →,-0.36,0.0,
TPG,57.24,-1.08,67.4,54.49,Neutral,3.4,56.1409,Bullish,★★★★☆ →,8.02,0.0,
UNP,222.51,-0.23,67.4,49.77,Neutral,1.43,222.2365,Neutral,★★★★☆ →,0.72,0.0,
EW,86.3,0.22,67.39,73.36,Overbought,2.66,82.2982,Bullish,★★★★☆ ↓,3.89,0.0,
ETNB,14.84,0.0,67.38,76.96,Overbought,0.35,14.534,Bullish,★★★★☆ ↓,0.54,0.0,
CARS,11.37,-1.73,67.33,52.34,Neutral,4.59,11.1709,Bullish,★★★★☆ →,4.89,0.0,
CNQ,33.57,3.13,67.33,68.15,Neutral,2.18,31.9669,Bullish,★★★★☆ →,5.0,0.0,
FNB,15.87,0.13,67.31,50.75,Neutral,2.18,15.8442,Neutral,★★★★☆ →,0.89,0.0,
AEO,17.56,0.11,67.29,58.56,Neutral,4.29,16.9136,Bullish,★★★★☆ →,6.23,0.0,
CVE,18.13,1.68,67.25,61.32,Neutral,2.66,17.404,Bullish,★★★★☆ →,6.4,0.0,
COMM,16.78,0.3,67.25,54.7,Neutral,5.52,16.4842,Bullish,★★★★☆ →,4.03,0.0,
TSCO,55.18,-0.43,67.22,49.5,Neutral,2.36,55.0956,Neutral,★★★★☆ →,4.02,0.0,
HST,17.59,0.11,67.19,59.61,Neutral,2.82,17.0839,Bullish,★★★★☆ →,9.05,0.0,
CL,78.05,-0.94,67.19,49.47,Neutral,1.95,77.9991,Neutral,★★★★☆ →,4.09,0.0,
SEE,41.78,-3.48,67.18,71.16,Overbought,3.98,37.3039,Bullish,★★★★☆ ↓,16.79,0.0,
ROL,58.39,0.29,67.14,55.3,Neutral,2.39,57.7734,Bullish,★★★★☆ →,-1.76,0.0,
HRL,22.64,-0.09,67.13,46.85,Neutral,2.58,22.5978,Neutral,★★★★☆ →,5.4,0.0,
WELL,194.91,0.56,67.11,76.11,Overbought,1.91,185.435,Bullish,★★★★☆ ↓,6.14,0.0,
PGX,11.35,-0.04,67.11,36.52,Neutral,0.57,11.4563,Neutral,★★★★☆ →,-0.48,0.0,
KMT,26.9,-2.5,67.1,71.8,Overbought,3.81,24.7054,Bullish,★★★★☆ ↓,22.21,0.0,
TAP,46.05,-0.84,67.09,51.26,Neutral,3.13,45.7694,Neutral,★★★★☆ →,5.45,0.0,
DD,39.71,-2.19,67.08,70.65,Overbought,3.18,37.3622,Bullish,★★★★☆ ↓,14.47,0.0,
SBAC,195.97,-0.63,67.08,51.02,Neutral,2.35,195.488,Neutral,★★★★☆ →,0.44,0.0,
CARG,35.52,-1.93,67.03,52.09,Neutral,4.0,35.0979,Bullish,★★★★☆ →,1.23,0.0,
SBUX,86.01,1.45,66.99,56.29,Neutral,3.06,84.048,Bullish,★★★★☆ →,8.84,0.0,
BILL,50.35,0.48,66.93,53.12,Neutral,4.56,49.143,Bullish,★★★★☆ →,2.34,0.0,
KALV,13.59,-0.22,66.91,70.3,Overbought,4.66,11.9247,Bullish,★★★★☆ ↓,26.3,0.0,
TXRH,167.56,0.13,66.88,50.07,Neutral,2.95,167.1163,Neutral,★★★★☆ →,3.31,0.0,
SQQQ,14.48,0.21,66.86,52.78,Neutral,4.67,14.0776,Bullish,★★★★☆ →,5.0,0.0,
ES,73.3,-0.53,66.84,54.26,Neutral,2.03,73.0346,Neutral,★★★★☆ →,-1.43,0.0,
ZIM,17.08,6.65,66.84,72.0,Overbought,4.4,15.1289,Bullish,★★★★☆ ↓,19.06,0.0,
EEM,54.96,0.05,66.76,52.58,Neutral,1.2,54.9241,Neutral,★★★★☆ →,-1.24,0.0,
USO,71.63,0.35,66.76,50.48,Neutral,1.74,71.3753,Neutral,★★★★☆ →,-0.42,0.0,
VIRT,35.0,-0.51,66.76,50.82,Neutral,2.58,34.9319,Neutral,★★★★☆ →,0.75,0.0,
PEG,82.5,-0.41,66.74,50.25,Neutral,2.01,82.4777,Neutral,★★★★☆ →,0.83,0.0,
NI,43.06,0.41,66.71,51.23,Neutral,2.14,43.0482,Neutral,★★★★☆ →,0.43,0.0,
LLY,1000.0,-2.47,66.69,73.9,Overbought,3.48,923.8862,Bullish,★★★★☆ ↓,10.43,0.0,
SMFG,17.47,-0.06,66.69,70.68,Overbought,1.64,16.5211,Bullish,★★★★☆ ↓,8.24,0.0,
COPX,61.15,-0.96,66.69,51.78,Neutral,3.03,61.0833,Neutral,★★★★☆ →,1.56,0.0,
BANC,17.06,0.29,66.68,51.26,Neutral,2.57,17.0438,Neutral,★★★★☆ →,0.77,0.0,
REYN,24.27,0.19,66.67,53.45,Neutral,2.85,24.2062,Neutral,★★★★☆ →,-0.31,0.0,
FEZ,63.21,-0.8,66.65,54.1,Neutral,1.06,62.8944,Neutral,★★★★☆ →,1.07,0.0,
EBC,17.62,1.15,66.63,50.0,Neutral,2.85,17.5861,Neutral,★★★★☆ →,1.97,0.0,
VIPS,19.56,0.77,66.62,59.1,Neutral,3.13,18.968,Bullish,★★★★☆ →,9.03,0.0,
AMGN,336.74,0.22,66.62,76.01,Overbought,2.77,313.8358,Bullish,★★★★☆ ↓,13.65,0.0,
DEO,94.6,-1.51,66.56,49.97,Neutral,2.76,94.3768,Neutral,★★★★☆ →,1.22,0.0,
BHF,65.78,-0.02,66.54,71.54,Overbought,4.81,57.8236,Bullish,★★★★☆ ↓,22.78,0.0,
EGO,27.91,-0.99,66.53,54.73,Neutral,3.89,27.1877,Bullish,★★★★☆ →,8.18,0.0,
SLM,27.37,-0.83,66.52,50.45,Neutral,2.95,27.2793,Neutral,★★★★☆ →,0.96,0.0,
CRI,32.47,-1.87,66.52,55.49,Neutral,4.84,31.7375,Bullish,★★★★☆ →,6.91,0.0,
INTU,662.52,0.02,66.51,49.78,Neutral,2.32,661.0607,Neutral,★★★★☆ →,0.32,0.0,
MRK,93.45,0.57,66.5,71.68,Overbought,2.71,88.3569,Bullish,★★★★☆ ↓,11.44,0.0,
DAN,20.81,-1.33,66.49,53.41,Neutral,3.96,20.7062,Neutral,★★★★☆ →,1.49,0.0,
STX,263.06,1.88,66.47,54.34,Neutral,7.88,259.1624,Bullish,★★★★☆ →,5.06,0.0,
AUPH,15.35,0.85,66.4,71.01,Overbought,5.84,13.8376,Bullish,★★★★☆ ↓,16.55,0.0,
VIV,13.11,-0.68,66.39,62.98,Neutral,2.12,12.6586,Bullish,★★★★☆ →,9.07,0.0,
BRZE,28.74,1.88,66.37,53.46,Neutral,4.8,28.1588,Bullish,★★★★☆ →,1.95,0.0,
PGR,227.83,1.18,66.32,58.76,Neutral,1.96,220.1799,Bullish,★★★★☆ →,8.7,0.0,
CNC,36.38,0.8,66.3,53.48,Neutral,5.03,35.7406,Bullish,★★★★☆ →,5.45,0.0,
THS,23.93,0.29,66.28,75.92,Overbought,3.91,21.0692,Bullish,★★★★☆ ↓,27.35,0.0,
CGAU,12.03,-0.99,66.23,57.88,Neutral,4.63,11.6512,Bullish,★★★★☆ →,2.04,0.0,
TAN,49.28,-0.46,66.17,52.72,Neutral,3.98,49.1068,Neutral,★★★★☆ →,2.82,0.0,
DINO,56.16,3.94,66.17,61.68,Neutral,3.75,53.8412,Bullish,★★★★☆ →,5.19,0.0,
VTR,78.54,0.69,66.12,78.45,Overbought,1.89,74.5372,Bullish,★★★★☆ ↓,4.83,0.0,
REGN,695.0,0.22,66.11,74.43,Overbought,2.77,648.5755,Bullish,★★★★☆ ↓,10.67,0.0,
SQM,58.06,6.43,66.06,75.86,Overbought,4.39,49.6091,Bullish,★★★★☆ ↓,25.94,0.0,
PTCT,75.32,0.03,66.06,76.87,Overbought,3.45,70.9199,Bullish,★★★★☆ ↓,11.22,0.0,
PGNY,25.64,4.44,66.06,76.13,Overbought,4.31,21.8095,Bullish,★★★★☆ ↓,38.07,0.0,
AAAU,40.34,-1.83,66.05,54.02,Neutral,1.73,40.0646,Neutral,★★★★☆ →,1.92,0.0,
TEVA,25.38,-0.12,66.04,77.03,Overbought,3.84,22.9312,Bullish,★★★★☆ ↓,24.05,0.0,
TRP,55.17,-0.1,66.01,71.06,Overbought,1.72,52.6809,Bullish,★★★★☆ ↓,10.82,0.0,
AVDL,23.56,22.45,65.97,92.18,Overbought,2.17,18.7093,Bullish,★★★★☆ ↓,24.52,0.0,
CLDX,25.55,7.72,65.96,52.51,Neutral,5.15,24.9248,Bullish,★★★★☆ →,3.23,0.0,
ABBV,232.36,0.03,65.96,61.14,Neutral,2.49,225.1811,Bullish,★★★★☆ →,9.62,0.0,
PFF,30.85,-0.13,65.95,38.84,Neutral,0.62,31.104,Neutral,★★★★☆ →,-0.16,0.0,
DOLE,13.95,0.58,65.95,69.33,Neutral,2.6,13.3342,Bullish,★★★★☆ →,9.67,0.0,
DAR,34.75,0.35,65.94,63.23,Neutral,3.39,33.1232,Bullish,★★★★☆ →,5.98,0.0,
W,101.34,-0.59,65.93,54.75,Neutral,5.16,100.0389,Bullish,★★★★☆ →,1.92,0.0,
CTLP,10.55,0.0,65.91,40.78,Neutral,0.28,10.5752,Neutral,★★★★☆ →,-0.09,0.0,
LLYX,23.25,-4.52,65.9,73.62,Overbought,6.44,20.0912,Bullish,★★★★☆ ↓,21.6,0.0,
KVUE,16.72,0.36,65.86,59.01,Neutral,3.71,16.0437,Bullish,★★★★☆ →,6.02,0.0,
QCOM,173.9,-0.04,65.84,51.73,Neutral,3.2,173.5871,Neutral,★★★★☆ →,0.62,0.0,
APPN,43.27,0.51,65.84,73.91,Overbought,5.27,36.3714,Bullish,★★★★☆ ↓,42.81,0.0,
LQD,110.29,0.04,65.81,40.12,Neutral,0.41,110.9664,Neutral,★★★★☆ →,-0.35,0.0,
SU,44.18,-0.41,65.77,70.2,Overbought,2.1,41.9983,Bullish,★★★★☆ ↓,11.82,0.0,
