Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
EVRG,77.12,0.85,68.85,52.92,Neutral,1.5,76.8424,Neutral,★★★★☆ →,0.1,0.0,
TMUS,215.84,-0.11,68.82,48.31,Neutral,2.38,214.6814,Neutral,★★★★☆ →,4.63,0.0,
SLV,45.48,-1.04,68.79,53.77,Neutral,2.7,45.0409,Neutral,★★★★☆ →,6.41,0.0,
HE,11.65,0.04,68.78,53.05,Neutral,2.68,11.5739,Neutral,★★★★☆ →,0.47,0.0,
CDTX,217.91,0.09,68.75,88.73,Overbought,6.18,123.562,Bullish,★★★★☆ ↓,117.06,0.0,
RAL,46.47,-2.09,68.7,58.27,Neutral,3.89,45.366,Bullish,★★★★☆ →,7.62,0.0,
QID,21.29,1.77,68.68,56.5,Neutral,3.31,20.5501,Bullish,★★★★☆ →,5.19,0.0,
NI,43.19,0.73,68.66,52.67,Neutral,2.17,43.0616,Neutral,★★★★☆ →,0.76,0.0,
SPLV,71.85,-0.23,68.63,50.06,Neutral,0.97,71.757,Neutral,★★★★☆ →,1.45,0.0,
INSM,197.4,2.16,68.62,71.97,Overbought,4.21,182.9672,Bullish,★★★★☆ ↓,8.0,0.0,
XLU,89.58,0.92,68.61,51.74,Neutral,1.21,89.4827,Neutral,★★★★☆ →,0.84,0.0,
T,25.45,-0.55,68.58,48.13,Neutral,2.01,25.384,Neutral,★★★★☆ →,4.13,0.0,
SDOW,35.53,3.72,68.55,55.77,Neutral,3.34,34.2299,Bullish,★★★★☆ →,3.27,0.0,
ELS,61.75,-0.59,68.52,51.27,Neutral,1.81,61.6439,Neutral,★★★★☆ →,1.82,0.0,
CSCO,77.78,-0.28,68.5,71.6,Overbought,2.58,73.1298,Bullish,★★★★☆ ↓,7.55,0.0,
GTLS,203.52,-0.01,68.48,79.46,Overbought,0.41,201.3834,Bullish,★★★★☆ ↓,2.02,0.0,
YPF,38.47,-0.52,68.47,71.7,Overbought,4.34,34.8184,Bullish,★★★★☆ ↓,6.18,0.0,
ENB,47.75,-0.27,68.47,50.76,Neutral,1.77,47.6537,Neutral,★★★★☆ →,2.93,0.0,
HSBC,71.22,-1.85,68.45,56.68,Neutral,1.55,70.5266,Neutral,★★★★☆ →,2.67,0.0,
OHI,44.18,0.48,68.4,68.2,Neutral,2.31,42.3856,Bullish,★★★★☆ →,2.79,0.0,
CTLP,10.52,-0.28,68.39,35.51,Neutral,0.31,10.57,Neutral,★★★★☆ →,-0.38,0.0,
KDP,26.96,-0.63,68.3,49.73,Neutral,2.48,26.9185,Neutral,★★★★☆ →,1.89,0.0,
AWK,132.71,0.83,68.22,49.18,Neutral,2.48,132.1228,Neutral,★★★★☆ →,4.28,0.0,
DVN,35.06,-2.16,68.22,60.03,Neutral,2.9,33.8743,Bullish,★★★★☆ →,7.73,0.0,
NNN,41.03,-0.5,68.1,50.11,Neutral,1.95,40.9402,Neutral,★★★★☆ →,3.05,0.0,
BKR,47.88,-1.74,68.07,51.96,Neutral,3.06,47.6559,Neutral,★★★★☆ →,4.15,0.0,
NVDD,38.73,1.81,68.07,52.47,Neutral,4.13,37.9646,Bullish,★★★★☆ →,5.96,0.0,
ABBV,233.93,0.68,68.02,62.83,Neutral,2.51,226.0144,Bullish,★★★★☆ →,8.36,0.0,
DOG,24.38,1.23,68.01,56.57,Neutral,1.16,24.0504,Bullish,★★★★☆ →,1.18,0.0,
OKE,68.84,-2.34,67.99,51.77,Neutral,2.66,68.2791,Neutral,★★★★☆ →,7.04,0.0,
INFY,16.77,0.72,67.96,50.31,Neutral,1.74,16.7496,Neutral,★★★★☆ →,2.88,0.0,
BSV,78.79,0.04,67.94,53.47,Neutral,0.13,78.7701,Neutral,★★★★☆ →,0.06,0.0,
EXPD,142.26,2.77,67.94,72.33,Overbought,3.18,131.9358,Bullish,★★★★☆ ↓,4.81,0.0,
ETR,95.54,0.52,67.92,52.83,Neutral,1.88,95.3484,Neutral,★★★★☆ →,-0.05,0.0,
GRAL,84.94,6.67,67.91,55.81,Neutral,9.69,81.6841,Bullish,★★★★☆ →,5.27,0.0,
MPC,195.87,-2.06,67.89,54.06,Neutral,3.54,193.6341,Bullish,★★★★☆ →,6.58,0.0,
EFC,13.6,-1.02,67.86,53.19,Neutral,2.12,13.5251,Neutral,★★★★☆ →,-0.66,0.0,
WELL,197.26,1.77,67.83,78.21,Overbought,1.95,185.6584,Bullish,★★★★☆ ↓,7.42,0.0,
FNF,57.12,-1.96,67.82,50.64,Neutral,2.38,57.0054,Neutral,★★★★☆ →,2.31,0.0,
KVUE,16.23,-2.58,67.78,52.6,Neutral,4.36,15.997,Bullish,★★★★☆ →,2.91,0.0,
AR,33.63,-2.12,67.73,53.25,Neutral,4.16,33.2632,Bullish,★★★★☆ →,2.13,0.0,
SUI,125.74,-0.85,67.69,51.06,Neutral,2.13,125.4287,Neutral,★★★★☆ →,0.75,0.0,
JBS,13.87,4.6,67.68,59.62,Neutral,2.78,13.3076,Bullish,★★★★☆ →,3.58,0.0,
YUM,148.09,-0.62,67.67,53.36,Neutral,2.19,146.9698,Neutral,★★★★☆ →,-0.98,0.0,
EA,200.77,-0.14,67.62,63.5,Neutral,0.36,200.1008,Neutral,★★★★☆ →,-0.0,0.0,
PCG,16.34,-0.91,67.6,52.09,Neutral,2.18,16.3396,Neutral,★★★★☆ →,1.11,0.0,
CIEN,191.6,-0.06,67.58,57.33,Neutral,5.4,188.9734,Bullish,★★★★☆ →,4.77,0.0,
FRSH,11.78,-2.73,67.53,55.69,Neutral,3.76,11.471,Bullish,★★★★☆ →,7.88,0.0,
AUPH,15.49,0.91,67.5,71.89,Overbought,5.8,13.995,Bullish,★★★★☆ ↓,8.55,0.0,
IMAX,35.17,0.49,67.45,64.08,Neutral,3.4,33.914,Bullish,★★★★☆ →,8.12,0.0,
PTCT,75.6,0.4,67.43,77.42,Overbought,3.58,70.9466,Bullish,★★★★☆ ↓,11.64,0.0,
FSK,15.31,-1.83,67.41,50.12,Neutral,2.36,15.2823,Neutral,★★★★☆ →,2.58,0.0,
CHWY,34.66,3.37,67.4,48.33,Neutral,3.86,34.4279,Neutral,★★★★☆ →,2.57,0.0,
ETNB,14.84,0.0,67.38,77.03,Overbought,0.35,14.534,Bullish,★★★★☆ ↓,0.54,0.0,
PPL,36.8,0.11,67.37,49.97,Neutral,1.49,36.7951,Neutral,★★★★☆ →,1.52,0.0,
TXNM,57.81,-0.05,67.36,74.03,Overbought,0.41,57.2276,Bullish,★★★★☆ ↓,1.51,0.0,
AM,17.83,-1.84,67.25,49.09,Neutral,2.21,17.8194,Neutral,★★★★☆ →,3.69,0.0,
VOD,12.21,-0.89,67.24,57.65,Neutral,2.51,11.8996,Bullish,★★★★☆ →,9.02,0.0,
HSIC,71.25,-0.25,67.21,60.8,Neutral,3.04,69.114,Bullish,★★★★☆ →,-0.5,0.0,
MIAX,46.77,-3.63,67.15,55.6,Neutral,4.64,46.2141,Bullish,★★★★☆ →,5.5,0.0,
HXL,69.9,1.18,67.15,57.88,Neutral,2.82,68.6808,Bullish,★★★★☆ →,-0.04,0.0,
AAPL,267.46,-1.82,67.14,54.61,Neutral,2.05,267.2967,Neutral,★★★★☆ →,-0.86,0.0,
SRE,92.2,0.22,67.09,53.35,Neutral,2.08,92.185,Neutral,★★★★☆ →,-0.3,0.0,
SPXS,38.31,2.87,67.09,57.41,Neutral,3.51,36.7727,Bullish,★★★★☆ →,4.56,0.0,
BNL,18.21,-0.65,67.01,50.16,Neutral,1.96,18.2047,Neutral,★★★★☆ →,1.22,0.0,
MRUS,95.88,-0.07,67.0,78.7,Overbought,0.4,94.5673,Bullish,★★★★☆ ↓,0.88,0.0,
THS,23.55,-1.3,66.95,72.37,Overbought,4.07,21.033,Bullish,★★★★☆ ↓,25.33,0.0,
TRGP,168.32,-2.76,66.83,57.51,Neutral,3.25,163.7522,Bullish,★★★★☆ →,8.9,0.0,
MRK,92.88,-0.04,66.82,70.39,Overbought,2.84,88.3026,Bullish,★★★★☆ ↓,10.76,0.0,
OUT,21.57,-2.33,66.8,73.52,Overbought,3.68,19.516,Bullish,★★★★☆ ↓,23.02,0.0,
MRX,33.43,-2.28,66.75,56.41,Neutral,3.29,32.6367,Bullish,★★★★☆ →,8.86,0.0,
CDP,28.66,-0.9,66.75,50.79,Neutral,1.97,28.6412,Neutral,★★★★☆ →,0.32,0.0,
INFA,24.78,-0.04,66.74,39.32,Neutral,0.18,24.8334,Neutral,★★★★☆ →,-0.32,0.0,
BHF,65.62,-0.24,66.7,71.03,Overbought,4.75,58.5661,Bullish,★★★★☆ ↓,20.87,0.0,
TSN,53.1,-1.63,66.64,50.26,Neutral,2.65,53.0663,Neutral,★★★★☆ →,2.04,0.0,
SPXU,13.62,2.91,66.64,57.44,Neutral,3.52,13.0792,Bullish,★★★★☆ →,4.57,0.0,
PSLV,16.53,-1.2,66.6,52.48,Neutral,2.93,16.4463,Neutral,★★★★☆ →,6.23,0.0,
GKOS,88.4,-1.81,66.58,55.08,Neutral,6.49,86.1513,Bullish,★★★★☆ →,2.85,0.0,
CGAU,11.81,-1.83,66.53,54.48,Neutral,4.68,11.6663,Bullish,★★★★☆ →,5.64,0.0,
SBAC,195.78,-0.73,66.48,50.7,Neutral,2.39,195.4699,Neutral,★★★★☆ →,0.34,0.0,
EWTX,22.26,-2.15,66.42,70.84,Overbought,6.93,18.6654,Bullish,★★★★☆ ↓,28.48,0.0,
PNW,89.16,0.87,66.38,50.2,Neutral,1.58,89.0478,Neutral,★★★★☆ →,-0.22,0.0,
VTR,79.0,1.28,66.36,79.47,Overbought,1.93,74.581,Bullish,★★★★☆ ↓,5.45,0.0,
CRK,24.58,-2.85,66.35,71.3,Overbought,5.91,21.9005,Bullish,★★★★☆ ↓,22.59,0.0,
MBX,25.61,3.31,66.34,71.35,Overbought,8.88,21.8524,Bullish,★★★★☆ ↓,24.2,0.0,
DK,39.93,-1.84,66.28,60.49,Neutral,6.35,38.5358,Bullish,★★★★☆ →,4.33,0.0,
HST,17.23,-2.05,66.24,53.51,Neutral,2.9,17.0978,Neutral,★★★★☆ →,7.35,0.0,
INVA,21.97,-1.26,66.2,76.25,Overbought,3.47,20.0249,Bullish,★★★★☆ ↓,21.05,0.0,
FAZ,46.56,5.73,66.19,63.01,Neutral,3.84,43.4162,Bullish,★★★★☆ →,5.78,0.0,
OPCH,28.11,-1.06,66.12,52.68,Neutral,4.49,27.8849,Neutral,★★★★☆ →,4.0,0.0,
SCO,18.35,0.0,66.09,50.63,Neutral,2.72,18.3491,Neutral,★★★★☆ →,1.21,0.0,
ARWR,40.15,-2.69,66.04,55.78,Neutral,5.97,39.5924,Bullish,★★★★☆ →,6.08,0.0,
FRO,25.3,-0.71,65.99,62.37,Neutral,2.92,24.2086,Bullish,★★★★☆ →,8.68,0.0,
CRNX,43.52,1.99,65.98,55.33,Neutral,4.92,42.3044,Bullish,★★★★☆ →,2.38,0.0,
ORI,43.42,-2.1,65.96,62.67,Neutral,2.06,41.7585,Bullish,★★★★☆ →,8.36,0.0,
HSY,179.01,-0.11,65.93,51.88,Neutral,3.23,176.5688,Bullish,★★★★☆ →,7.87,0.0,
IONS,73.26,2.39,65.83,56.07,Neutral,4.78,71.9084,Bullish,★★★★☆ →,0.52,0.0,
VIPS,19.6,0.98,65.8,59.5,Neutral,3.21,18.9718,Bullish,★★★★☆ →,9.25,0.0,
CAH,206.21,0.41,65.79,85.88,Overbought,3.26,189.9724,Bullish,★★★★☆ ↓,5.57,0.0,
SPG,181.03,-0.93,65.77,51.41,Neutral,1.87,180.8913,Neutral,★★★★☆ →,-0.85,0.0,
APGE,64.83,-1.02,65.73,74.4,Overbought,5.41,57.6925,Bullish,★★★★☆ ↓,20.28,0.0,
PFF,30.64,-0.81,65.7,33.88,Neutral,0.7,31.084,Bearish,★★★★☆ →,-0.84,0.0,
XHR,13.54,-3.7,65.69,53.71,Neutral,3.39,13.3761,Bullish,★★★★☆ →,8.06,0.0,
SU,44.43,0.16,65.64,72.41,Overbought,2.19,42.0221,Bullish,★★★★☆ ↓,12.45,0.0,
TRP,54.51,-1.31,65.62,64.76,Neutral,1.83,52.6171,Bullish,★★★★☆ →,9.47,0.0,
NKTR,59.58,5.12,65.57,53.62,Neutral,7.06,57.8932,Bullish,★★★★☆ →,6.35,0.0,
CAT,552.04,-0.36,65.55,54.36,Neutral,3.99,550.5424,Neutral,★★★★☆ →,0.81,0.0,
DOV,180.01,-1.7,65.52,55.14,Neutral,2.03,178.7266,Neutral,★★★★☆ →,0.99,0.0,
LQD,110.33,0.08,65.48,40.81,Neutral,0.43,110.9707,Neutral,★★★★☆ →,-0.31,0.0,
NTRA,206.04,0.86,65.42,65.32,Neutral,4.02,197.2018,Bullish,★★★★☆ →,4.88,0.0,
IGLB,50.72,0.1,65.36,39.17,Neutral,0.63,51.2334,Bearish,★★★★☆ →,-0.72,0.0,
AMGN,341.71,1.48,65.35,78.08,Overbought,2.79,316.4905,Bullish,★★★★☆ ↓,15.17,0.0,
OVV,38.18,-2.48,65.32,49.53,Neutral,3.33,38.1725,Neutral,★★★★☆ →,2.39,0.0,
GMED,83.66,-0.94,65.23,78.79,Overbought,4.5,72.7832,Bullish,★★★★☆ ↓,35.68,0.0,
VCLT,76.34,0.14,65.23,39.28,Neutral,0.66,77.1246,Bearish,★★★★☆ →,-0.72,0.0,
REYN,24.23,-0.02,65.21,52.63,Neutral,2.94,24.2015,Neutral,★★★★☆ →,-0.52,0.0,
SPLB,22.72,0.07,65.18,39.13,Neutral,0.67,22.9593,Bearish,★★★★☆ →,-0.76,0.0,
STX,261.38,1.23,65.17,53.72,Neutral,8.11,259.0025,Neutral,★★★★☆ →,4.39,0.0,
CGCP,22.64,-0.04,65.1,42.16,Neutral,0.28,22.7117,Neutral,★★★★☆ →,-0.22,0.0,
SLDE,16.36,-2.39,65.09,55.17,Neutral,4.31,16.2038,Neutral,★★★★☆ →,-0.37,0.0,
STAA,26.5,0.68,64.96,50.92,Neutral,4.14,26.3589,Neutral,★★★★☆ →,4.83,0.0,
WMB,59.91,-1.77,64.94,50.11,Neutral,2.7,59.7701,Neutral,★★★★☆ →,6.02,0.0,
CWEN,36.31,0.89,64.93,78.96,Overbought,2.59,33.9334,Bullish,★★★★☆ ↓,11.76,0.0,
CPRI,21.72,0.09,64.84,52.45,Neutral,4.7,21.555,Neutral,★★★★☆ →,4.88,0.0,
PRO,23.14,0.02,64.84,77.87,Overbought,0.18,22.9576,Neutral,★★★★☆ ↓,0.11,0.0,
HAL,26.61,-2.51,64.83,53.82,Neutral,3.39,26.5559,Neutral,★★★★☆ →,-0.73,0.0,
SPBO,29.37,0.07,64.82,42.52,Neutral,0.35,29.4853,Neutral,★★★★☆ →,-0.17,0.0,
USIG,51.8,0.06,64.81,42.61,Neutral,0.32,51.9908,Neutral,★★★★☆ →,-0.21,0.0,
CNC,37.08,1.94,64.77,56.06,Neutral,5.18,35.8686,Bullish,★★★★☆ →,2.7,0.0,
PLTS,17.5,0.0,64.74,95.02,Overbought,0.0,17.2346,Bullish,★★★★☆ ↓,0.0,0.0,
USHY,37.2,-0.19,64.73,42.79,Neutral,0.31,37.333,Neutral,★★★★☆ →,-0.09,0.0,
SJNK,25.21,-0.12,64.57,43.19,Neutral,0.28,25.2856,Neutral,★★★★☆ →,-0.08,0.0,
BDCIU,10.26,-0.68,64.56,57.65,Neutral,0.43,10.3243,Neutral,★★★★☆ →,-0.58,0.0,
EMB,95.99,0.02,64.53,54.74,Neutral,0.38,95.9173,Neutral,★★★★☆ →,0.14,0.0,
LLY,1023.31,-0.19,64.53,82.54,Overbought,3.45,926.1062,Bullish,★★★★☆ ↓,13.01,0.0,
JNK,96.46,-0.18,64.46,43.27,Neutral,0.33,96.7971,Neutral,★★★★☆ →,-0.1,0.0,
SHYG,42.69,-0.11,64.4,43.57,Neutral,0.27,42.7945,Neutral,★★★★☆ →,-0.08,0.0,
RVMD,69.14,2.05,64.4,83.01,Overbought,3.65,60.4563,Bullish,★★★★☆ ↓,18.05,0.0,
BILL,49.66,-1.37,64.39,50.95,Neutral,4.7,49.1922,Neutral,★★★★☆ →,5.41,0.0,
ALNY,460.54,2.53,64.38,53.42,Neutral,3.77,453.3688,Bullish,★★★★☆ →,8.75,0.0,
INCY,104.17,0.02,64.33,67.32,Neutral,3.98,99.9421,Bullish,★★★★☆ →,1.21,0.0,
BLV,70.32,0.19,64.32,41.99,Neutral,0.63,70.8669,Neutral,★★★★☆ →,-0.72,0.0,
SCHI,22.92,-0.02,64.28,43.7,Neutral,0.31,22.9844,Neutral,★★★★☆ →,-0.15,0.0,
HYG,80.1,-0.16,64.25,43.74,Neutral,0.31,80.3443,Neutral,★★★★☆ →,-0.07,0.0,
VCIT,83.56,0.0,64.15,43.73,Neutral,0.31,83.8045,Neutral,★★★★☆ →,-0.11,0.0,
HP,27.62,-0.75,64.07,64.81,Neutral,4.19,26.1438,Bullish,★★★★☆ →,5.78,0.0,
GUSH,23.88,-3.79,64.04,53.61,Neutral,4.59,23.3533,Bullish,★★★★☆ →,8.55,0.0,
BNDX,49.5,0.08,64.01,44.38,Neutral,0.17,49.6085,Neutral,★★★★☆ →,-0.32,0.0,
NAMS,38.56,0.55,63.96,57.51,Neutral,7.19,37.0719,Bullish,★★★★☆ →,5.56,0.0,
BITI,22.47,2.65,63.92,69.57,Neutral,3.73,20.0702,Bullish,★★★★☆ →,9.08,0.0,
PGX,11.29,-0.62,63.8,32.03,Neutral,0.64,11.4502,Bearish,★★★★☆ →,-1.05,0.0,
LLYX,24.16,-0.78,63.79,81.68,Overbought,6.29,20.1779,Bullish,★★★★☆ ↓,26.36,0.0,
BOXX,114.43,0.01,63.78,91.64,Overbought,0.03,114.2423,Neutral,★★★★☆ ↓,0.15,0.0,
BEPC,42.58,0.8,63.69,57.12,Neutral,3.48,42.0146,Bullish,★★★★☆ →,-2.7,0.0,
BSCR,19.73,-0.03,63.65,60.0,Neutral,0.11,19.7169,Neutral,★★★★☆ →,0.1,0.0,
TIP,110.78,0.03,63.62,45.04,Neutral,0.27,111.0204,Neutral,★★★★☆ →,-0.19,0.0,
OCUL,11.89,5.22,63.62,56.4,Neutral,4.48,11.3783,Bullish,★★★★☆ →,9.08,0.0,
CRS,332.05,0.47,63.6,68.16,Neutral,4.02,309.7833,Bullish,★★★★☆ →,8.34,0.0,
LVS,64.87,-0.78,63.53,68.59,Neutral,2.88,61.436,Bullish,★★★★☆ →,5.86,0.0,
COGT,33.75,0.63,63.47,82.68,Overbought,9.93,23.5967,Bullish,★★★★☆ ↓,138.85,0.0,
AGG,100.01,0.01,63.47,45.32,Neutral,0.27,100.2359,Neutral,★★★★☆ →,-0.12,0.0,
ROIV,20.56,1.33,63.47,67.2,Neutral,3.87,19.6219,Bullish,★★★★☆ →,3.47,0.0,
SPAB,25.8,0.02,63.43,45.34,Neutral,0.33,25.8536,Neutral,★★★★☆ →,-0.21,0.0,
BOIL,32.85,-6.21,63.43,54.0,Neutral,6.48,32.1322,Bullish,★★★★☆ →,0.2,0.0,
TLT,89.09,0.25,63.41,43.36,Neutral,0.71,89.7982,Neutral,★★★★☆ →,-0.95,0.0,
BINC,52.97,-0.13,63.37,45.6,Neutral,0.19,53.0584,Neutral,★★★★☆ →,-0.11,0.0,
BUFR,33.44,-0.49,63.37,44.52,Neutral,0.6,33.6262,Neutral,★★★★☆ →,-0.49,0.0,
SCHP,26.81,0.02,63.37,45.53,Neutral,0.28,26.8568,Neutral,★★★★☆ →,-0.17,0.0,
SPTL,26.9,0.2,63.32,44.17,Neutral,0.65,27.0697,Neutral,★★★★☆ →,-0.76,0.0,
VIAV,16.7,-1.12,63.31,60.75,Neutral,5.71,16.2263,Bullish,★★★★☆ →,-0.36,0.0,
JAAA,50.66,0.06,63.26,80.34,Overbought,0.08,50.5472,Neutral,★★★★☆ ↓,0.2,0.0,
SOBO,27.59,0.64,63.22,62.02,Neutral,1.87,26.4921,Bullish,★★★★☆ →,9.24,0.0,
K,83.33,0.01,63.21,71.38,Overbought,0.19,83.0552,Neutral,★★★★☆ ↓,0.17,0.0,
BND,74.2,0.05,63.18,45.87,Neutral,0.27,74.3509,Neutral,★★★★☆ →,-0.12,0.0,
ROL,57.94,-0.47,63.15,52.53,Neutral,2.49,57.731,Neutral,★★★★☆ →,-2.51,0.0,
VBIL,75.52,0.0,63.15,97.28,Overbought,0.03,75.418,Neutral,★★★★☆ ↓,0.13,0.0,
APA,24.38,-1.65,63.13,56.64,Neutral,3.79,23.6312,Bullish,★★★★☆ →,10.37,0.0,
PLNT,102.26,-3.45,63.12,54.88,Neutral,3.64,100.1253,Bullish,★★★★☆ →,11.98,0.0,
VGLT,56.75,0.27,63.11,44.69,Neutral,0.65,57.0922,Neutral,★★★★☆ →,-0.73,0.0,
ADMA,15.42,-0.9,63.1,51.21,Neutral,5.05,15.297,Neutral,★★★★☆ →,5.4,0.0,
FBND,46.27,0.04,63.09,46.02,Neutral,0.29,46.3643,Neutral,★★★★☆ →,-0.2,0.0,
SCZ,75.51,-1.1,63.09,42.68,Neutral,0.88,76.2805,Bearish,★★★★☆ →,0.12,0.0,
PULS,49.72,-0.01,63.07,88.95,Overbought,0.03,49.6428,Neutral,★★★★☆ ↓,0.15,0.0,
IUSB,46.6,0.02,63.06,46.11,Neutral,0.27,46.6915,Neutral,★★★★☆ →,-0.11,0.0,
MUB,107.09,0.11,62.98,53.63,Neutral,0.24,107.0932,Neutral,★★★★☆ →,-0.13,0.0,
ICSH,50.65,0.02,62.96,89.98,Overbought,0.03,50.5841,Neutral,★★★★☆ ↓,0.14,0.0,
TLH,102.91,0.21,62.95,45.51,Neutral,0.57,103.3819,Neutral,★★★★☆ →,-0.58,0.0,
BJ,92.65,-1.83,62.93,50.37,Neutral,2.67,92.3504,Neutral,★★★★☆ →,2.73,0.0,
MBB,95.01,-0.06,62.92,46.24,Neutral,0.33,95.2492,Neutral,★★★★☆ →,-0.25,0.0,
XLP,76.78,-0.62,62.87,43.59,Neutral,1.12,77.2566,Neutral,★★★★☆ →,1.04,0.0,
FLOT,50.97,-0.01,62.84,77.86,Overbought,0.05,50.8731,Neutral,★★★★☆ ↓,0.25,0.0,
VSCO,35.11,-1.65,62.83,57.82,Neutral,5.86,34.2805,Bullish,★★★★☆ →,-0.74,0.0,
USFR,50.35,0.01,62.83,95.32,Overbought,0.03,50.2759,Neutral,★★★★☆ ↓,0.15,0.0,
EXE,116.98,-0.26,62.8,69.48,Neutral,3.3,110.8468,Bullish,★★★★☆ →,6.81,0.0,
BBIO,66.9,0.77,62.77,67.16,Neutral,4.67,62.4381,Bullish,★★★★☆ →,9.01,0.0,
SPYD,42.43,-1.26,62.75,40.72,Neutral,1.2,42.9599,Bearish,★★★★☆ →,0.76,0.0,
JPST,50.66,0.07,62.71,78.76,Overbought,0.05,50.5862,Neutral,★★★★☆ ↓,0.15,0.0,
PYLD,26.7,-0.11,62.7,46.83,Neutral,0.2,26.7427,Neutral,★★★★☆ →,-0.15,0.0,
IGF,61.85,-0.53,62.69,52.49,Neutral,0.88,61.7356,Neutral,★★★★☆ →,1.44,0.0,
MUR,29.51,-3.12,62.68,55.64,Neutral,4.08,28.6622,Bullish,★★★★☆ →,10.11,0.0,
CARS,11.23,-1.19,62.66,50.08,Neutral,4.62,11.177,Neutral,★★★★☆ →,7.31,0.0,
AMAT,228.71,1.19,62.66,52.71,Neutral,4.13,227.9682,Neutral,★★★★☆ →,-0.64,0.0,
VUSB,49.88,0.05,62.65,79.13,Overbought,0.05,49.8072,Neutral,★★★★☆ ↓,0.13,0.0,
UVXY,11.69,7.94,62.65,56.82,Neutral,7.03,10.7744,Bullish,★★★★☆ →,6.08,0.0,
INSP,84.9,-1.68,62.61,54.4,Neutral,5.25,82.8618,Bullish,★★★★☆ →,-0.13,0.0,
TFLO,50.53,0.03,62.59,95.42,Overbought,0.03,50.446,Neutral,★★★★☆ ↓,0.15,0.0,
SPIB,33.75,0.03,62.56,47.11,Neutral,0.22,33.7905,Neutral,★★★★☆ →,-0.03,0.0,
NOMD,12.06,-1.12,62.55,51.81,Neutral,2.58,11.8923,Bullish,★★★★☆ →,9.73,0.0,
HAE,74.33,1.14,62.53,87.82,Overbought,4.23,62.3604,Bullish,★★★★☆ ↓,47.54,0.0,
LGN,40.12,-0.37,62.47,58.96,Neutral,8.21,36.9626,Bullish,★★★☆☆ →,4.72,0.0,
CLDX,26.0,1.76,62.43,54.71,Neutral,5.13,25.0272,Bullish,★★★☆☆ →,9.01,0.0,
JEPI,56.37,-0.65,62.4,45.39,Neutral,0.74,56.6692,Neutral,★★★☆☆ →,-0.04,0.0,
INTA,41.41,-3.85,62.4,55.53,Neutral,4.28,40.2728,Bullish,★★★☆☆ →,11.71,0.0,
BIL,91.61,0.01,62.39,96.42,Overbought,0.02,91.4736,Neutral,★★★☆☆ ↓,0.14,0.0,
CGCB,26.58,0.08,62.36,47.34,Neutral,0.39,26.6219,Neutral,★★★☆☆ →,-0.15,0.0,
SHV,110.3,0.01,62.36,96.33,Overbought,0.02,110.1529,Neutral,★★★☆☆ ↓,0.13,0.0,
WBD,22.74,-1.26,62.35,64.98,Neutral,3.18,21.7585,Bullish,★★★☆☆ →,0.62,0.0,
AEO,17.67,0.63,62.35,59.51,Neutral,4.31,16.9857,Bullish,★★★☆☆ →,9.21,0.0,
AZN,89.4,0.34,62.34,69.29,Neutral,1.95,85.4533,Bullish,★★★☆☆ →,8.98,0.0,
BIV,77.96,0.06,62.34,47.47,Neutral,0.29,78.068,Neutral,★★★☆☆ →,-0.04,0.0,
MINT,100.5,0.01,62.32,97.64,Overbought,0.03,100.335,Neutral,★★★☆☆ ↓,0.15,0.0,
WPM,102.29,-1.8,62.29,51.02,Neutral,3.22,101.6034,Neutral,★★★☆☆ →,8.39,0.0,
VXX,36.4,5.29,62.29,57.77,Neutral,4.83,34.2984,Bullish,★★★☆☆ →,4.33,0.0,
GES,16.92,-0.03,62.28,52.66,Neutral,0.61,16.9196,Neutral,★★★☆☆ →,0.03,0.0,
PR,13.69,0.44,62.28,62.88,Neutral,3.16,13.0033,Bullish,★★★☆☆ →,10.31,0.0,
SPYI,51.87,-0.81,62.28,43.86,Neutral,1.02,52.3847,Neutral,★★★☆☆ →,-1.06,0.0,
VTIP,50.04,0.0,62.27,47.72,Neutral,0.12,50.0621,Neutral,★★★☆☆ →,-0.02,0.0,
SPHQ,72.61,-1.14,62.25,40.36,Neutral,1.05,73.6879,Bearish,★★★☆☆ →,-0.89,0.0,
TGNA,19.86,-0.28,62.24,45.57,Neutral,1.21,19.9525,Neutral,★★★☆☆ →,0.33,0.0,
XLRE,40.68,-0.66,62.23,40.99,Neutral,1.29,41.2607,Bearish,★★★☆☆ →,-0.64,0.0,
SMFG,17.33,-0.89,62.23,67.01,Neutral,1.76,16.5073,Bullish,★★★☆☆ →,7.34,0.0,
QUAL,192.28,-1.08,62.21,41.39,Neutral,1.11,195.0654,Bearish,★★★☆☆ →,-1.15,0.0,
TBIL,49.94,0.0,62.2,97.64,Overbought,0.02,49.869,Neutral,★★★☆☆ ↓,0.14,0.0,
REET,25.08,-0.5,62.18,42.0,Neutral,1.07,25.3665,Bearish,★★★☆☆ →,-0.42,0.0,
NVDS,32.27,3.1,62.17,51.83,Neutral,6.1,31.425,Bullish,★★★☆☆ →,8.73,0.0,
CNK,29.6,-0.94,62.16,60.49,Neutral,3.89,28.4944,Bullish,★★★☆☆ →,10.65,0.0,
SQQQ,14.84,2.7,62.16,55.92,Neutral,4.86,14.1119,Bullish,★★★☆☆ →,7.61,0.0,
